,Outside,Agriculture,Forest,Industry,Nature,Recreation,Urban-formal,Urban-informal,Urban-villages,Transportation,Airport and Harbour,Water,q,max_d
54,0.0,0.14207646107328487,-1.0,0.48201557645071164,0.026533264523296733,0.14082218010931058,0.34183005692051033,0.27137687189407456,0.04218159451576628,0.37602918172818023,0.2119210843085094,-0.7235381958267558,6.0,4.0
55,0.0,0.09201847075279702,-0.9136401693252518,0.7148325124333327,0.003460532109506489,0.0025979807199085947,0.3863205738940462,0.5826314394896365,-0.6420651529995461,0.3298045221640694,0.33705972632052456,-0.6946486305533762,7.0,4.0
56,0.0,0.19005141775920598,-0.5606673061697374,0.6458151182966418,-0.09799710864927055,-0.22548303427145044,0.3089910290001641,-0.1890957193312996,0.20790353038605164,0.1726029312098599,-0.40450377817442584,-0.6861327796308466,8.0,4.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0
58,0.0,-0.40782324260413316,-0.34390179798716813,-1.6777807052660807,-0.6989700043360187,-0.19997064075586568,0.6853834098014874,0.9722028383790645,0.0,0.33041377334919086,1.8941443051416273,-0.1567672219019906,10.0,4.0
59,0.0,-0.1456939581989194,-1.0362121726544447,1.2347702951609165,-0.20204035626280387,-0.44611697335612566,0.43232779226160417,0.28171497002729584,-0.10734896612269966,0.3308194664958368,0.32242605240595257,-0.6989700043360187,11.0,4.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
61,0.0,-0.07520400420208784,-0.5985994592184559,-0.07262963696097648,0.37235958252432383,0.2711443179490783,-0.22112552799726048,-0.41341269532824504,0.17522180034305238,-0.032452023781137915,-1.1249387366083,-0.638272163982407,1.0,5.0
62,0.0,-0.2196826878598487,0.07335170238690095,0.009875633712160119,0.424881636631067,-0.11013827874181155,-0.4934949675951279,-0.45717457304082015,-0.13966199342900631,-0.2798406965940431,-1.5686362358410126,-0.9829666607012196,2.0,5.0
63,0.0,0.14363923527454328,-0.8326826652518239,0.42094540592197227,-0.00174066157630127,-0.1549019599857432,0.41763773965222967,0.4488608456074407,0.06929801211552926,0.31238894937059186,0.17551181336344768,-0.7399286120149252,3.0,5.0
64,0.0,0.3188977146274869,-0.640164517660112,0.02201573981772028,-0.17134010346468015,-0.3334820194451191,-0.04239271293990473,-0.1272611725273312,0.2543063323312856,0.0751818546186916,-1.0705810742857071,-0.640164517660112,4.0,5.0
65,0.0,0.1942367487238292,-0.6536470255493614,-0.05305672930217456,-0.43651891460558934,1.1489418149029114,-0.5654310959658012,-0.835647144215563,-0.0061230850587887945,-0.21467016498923297,0.0,-0.03479829897408793,5.0,5.0
66,0.0,0.12678057701200895,-0.8416375079047503,0.46671937168159866,0.03221570329798157,0.14050804303817957,0.3577443251803756,0.31344537042641407,0.015359755409214231,0.3453737305590883,0.14891099310935643,-0.6536470255493614,6.0,5.0
67,0.0,0.07151380509508916,-0.8927900303521317,0.6804261708581454,0.00860017176191757,0.05115252244738129,0.4303975913869668,0.5734518220354853,-0.623423042943488,0.33945144130644067,0.33845649360460484,-0.6420651529995461,7.0,5.0
68,0.0,0.17897694729316943,-0.5228787452803376,0.6058435390580892,-0.04191415147891488,-0.1272611725273312,0.2576785748691845,-0.22767829327708025,0.1781132523146318,0.15806079393660522,0.03862016194970278,-0.6497519816658371,8.0,5.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0
70,0.0,-0.40230481407448765,-0.38615817812393083,-1.3187587626244128,-0.8507808873446201,0.022840610876527823,0.6933751510251852,0.9500239065233265,-1.5228787452803376,0.3905818785504353,1.8622626023243207,-0.10513034325474745,10.0,5.0
71,0.0,-0.10402526764093542,-0.9318141382538383,1.1784301399477377,-0.15119529894819625,-0.08671609823958155,0.4187982905903536,0.5233562066547928,-0.026410376572743116,0.16583762469012828,0.25551371281953333,-0.7166987712964504,11.0,5.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
73,0.0,-0.04672366333269562,-0.5044556624535516,-0.06348625752110672,0.35237549500051996,0.22582599146189336,-0.22329881601158919,-0.3757179041643317,0.14736710779378645,-0.019542107723899943,-1.1611509092627446,-0.6020599913279624,1.0,6.0
74,0.0,-0.1804560644581313,0.09760432887441088,0.07408468902824378,0.4024333462193119,-0.11350927482751812,-0.46470587995722945,-0.4509967379742122,-0.09528445472131904,-0.24718356881172862,-1.2676062401770316,-0.9393021596463883,2.0,6.0
75,0.0,0.13798673272353165,-0.7644715530924511,0.40019248859257595,0.003460532109506489,-0.1384655891409622,0.40925665203890965,0.4726101975960446,0.06595298031386965,0.29468662427944325,0.1863912156954932,-0.6903698325741012,3.0,6.0
76,0.0,0.30685374869300874,-0.5606673061697374,0.023252459633711444,-0.13786862068696282,-0.3115801779972894,-0.047691990337874794,-0.12205304837081175,0.25090769970085597,0.0788191830988487,-1.0915149811213503,-0.6307841425898572,4.0,6.0
77,0.0,0.15836249209524964,-0.5783960731301689,-0.0830199526796178,-0.35066514128785814,1.1447609607760731,-0.6090648928966209,-1.1307682802690238,-0.03432802877989328,-0.2572748686953017,0.0,0.00475115559100102,5.0,6.0
78,0.0,0.11494441571258467,-0.7375489102695706,0.44653716707364377,0.03382569395331033,0.14550717140966257,0.37069809257557684,0.3113299523037932,0.0025979807199085947,0.3356584522893015,0.12645611343180432,-0.6020599913279624,6.0,6.0
79,0.0,0.05652372407910037,-0.8416375079047503,0.6509870943834452,0.01577875638904093,0.11594317693905513,0.4437322414015968,0.5919545550467354,-0.623423042943488,0.3344537511509309,0.3199384399803086,-0.595166283380062,7.0,6.0
80,0.0,0.17289469775217617,-0.46852108295774486,0.5856862784524969,-0.024568191490737076,-0.1804560644581313,0.21774707326279363,-0.2580609222708011,0.2511513431753546,0.04960561259497315,0.1717264536532312,-0.6003262785189618,8.0,6.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0
