2.549800000000000000e+04,1.132000000000000000e+03,1.056000000000000000e+03,1.026500000000000000e+04,3.230000000000000000e+02,3.299000000000000000e+03,4.930000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.207600000000000000e+04
1.000000000000000000e+00,1.081900000000000000e+04,1.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.083600000000000000e+04
1.480000000000000000e+02,1.160000000000000000e+02,1.413000000000000000e+03,2.840000000000000000e+02,1.400000000000000000e+01,6.470000000000000000e+02,1.810000000000000000e+02,2.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.900000000000000000e+01,0.000000000000000000e+00,2.865000000000000000e+03
6.103000000000000000e+03,7.914000000000000000e+03,5.210000000000000000e+02,1.591400000000000000e+04,0.000000000000000000e+00,1.815000000000000000e+03,3.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.258400000000000000e+04
2.920000000000000000e+02,7.500000000000000000e+01,3.000000000000000000e+00,8.000000000000000000e+01,7.610000000000000000e+02,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.234000000000000000e+03
4.580000000000000000e+02,1.410000000000000000e+02,5.070000000000000000e+02,9.030000000000000000e+02,1.000000000000000000e+00,5.603000000000000000e+03,3.000000000000000000e+00,6.100000000000000000e+01,0.000000000000000000e+00,4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.722000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.072000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.098000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.265000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.265000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.800000000000000000e+01,1.893000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.961000000000000000e+03
4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,5.200000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.410000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.210000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.483300000000000000e+04,0.000000000000000000e+00,3.490000000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.250500000000000000e+04,2.019700000000000000e+04,3.546000000000000000e+03,2.747800000000000000e+04,1.099000000000000000e+03,1.143600000000000000e+04,2.076000000000000000e+03,2.447000000000000000e+03,1.893000000000000000e+03,4.130000000000000000e+02,3.487200000000000000e+04,0.000000000000000000e+00,1.379620000000000000e+05
